ID	exact.mass	resolve_note	n_merged	source_ids	mass_min	mass_max	ppm_span
Cardiolipin CL(76:9) (putative)	1549.9961		1	Cardiolipin CL(76:9) (putative)	1549.9961	1549.9961	0
Cardiolipin CL(76:8) (putative)	1552.0118		1	Cardiolipin CL(76:8) (putative)	1552.0118	1552.0118	0
Cardiolipin CL(80:8) [M-H]- (putative)	1560.0902		1	Cardiolipin CL(80:8) [M-H]- (putative)	1560.0902	1560.0902	0
Cardiolipin CL(74:8) (putative)	1571.9652		1	Cardiolipin CL(74:8) (putative)	1571.9652	1571.9652	0
FA 18:0 (putative)	1572.896		1	FA 18:0 (putative)	1572.896	1572.896	0
Cardiolipin CL(76:10) (putative)	1579.9703		1	Cardiolipin CL(76:10) (putative)	1579.9703	1579.9703	0
Cardiolipin CL(76:9) (putative)	1581.9859		1	Cardiolipin CL(76:9) (putative)	1581.9859	1581.9859	0
FA 24:1 (putative)	1628.9627		1	FA 24:1 (putative)	1628.9627	1628.9627	0
FA 16:0 (putative)	1664.9111		1	FA 16:0 (putative)	1664.9111	1664.9111	0
FA 24:1 (putative)	1775.0206		1	FA 24:1 (putative)	1775.0206	1775.0206	0
FA 18:0 (putative)	1817.953		1	FA 18:0 (putative)	1817.953	1817.953	0
FA 18:1 (putative)	1842.969		1	FA 18:1 (putative)	1842.969	1842.969	0
FA 18:0 (putative)	1845.981		1	FA 18:0 (putative)	1845.981	1845.981	0
FA 18:0 (putative)	1857.94		1	FA 18:0 (putative)	1857.94	1857.94	0
FA 18:0 (putative)	1882.892		1	FA 18:0 (putative)	1882.892	1882.892	0
FA 18:0 (putative)	1953.964		1	FA 18:0 (putative)	1953.964	1953.964	0
